Time,Watts
2013-01-18 16:08:08 , 693
2013-01-18 16:08:17 , 693
2013-01-18 16:08:18 , 1359
2013-01-18 16:08:27 , 1359
2013-01-18 16:08:28 , 830
2013-01-18 16:10:33 , 830
2013-01-18 16:10:34 , 620
2013-01-18 16:10:52 , 620
2013-01-18 16:10:53 , 524
2013-01-18 16:11:35 , 524
2013-01-18 16:11:36 , 455
2013-01-18 16:12:51 , 455
2013-01-18 16:12:52 , 377
2013-01-18 16:13:18 , 377
2013-01-18 16:13:19 , 827
2013-01-18 16:13:28 , 827
2013-01-18 16:13:29 , 355
2013-01-18 16:13:39 , 355
2013-01-18 16:13:40 , 892
2013-01-18 16:13:49 , 892
2013-01-18 16:13:50 , 358
2013-01-18 16:13:59 , 358
2013-01-18 16:14:00 , 1057
2013-01-18 16:14:18 , 1057
2013-01-18 16:14:19 , 350
2013-01-18 16:14:28 , 350
2013-01-18 16:14:29 , 885
2013-01-18 16:14:38 , 885
2013-01-18 16:14:39 , 365
2013-01-18 16:14:49 , 365
2013-01-18 16:14:50 , 987
2013-01-18 16:15:08 , 987
2013-01-18 16:15:09 , 1398
2013-01-18 16:15:18 , 1398
2013-01-18 16:15:19 , 1072
2013-01-18 16:16:22 , 1072
2013-01-18 16:16:23 , 690
2013-01-18 16:16:32 , 690
2013-01-18 16:16:33 , 1068
2013-01-18 16:16:42 , 1068
2013-01-18 16:16:43 , 580
2013-01-18 16:17:10 , 580
2013-01-18 16:17:11 , 981
